"caseid","season","holiday","workday","weather","temperature","humidity","windspeed","casual","registered","rentals"
343,4,1,0,1,11.9241523742676,69.5833053588867,5.54201889038086,261,3359,3620
344,4,1,1,1,11.2750005722046,50.75,15.6258068084717,502,2688,3190
345,4,1,1,1,9.05415344238281,49,4.45829391479492,377,2366,2743
346,4,1,0,1,9.771653175354,67.0832977294922,4.25115013122559,143,3167,3310
347,4,1,0,1,11.5824995040894,58.9999961853027,9.41685009002686,155,3368,3523
348,4,1,0,2,13.0174999237061,66.375,4.08420610427856,178,3562,3740
349,4,1,0,2,17.3225002288818,63.4167022705078,17.9588146209717,181,3528,3709
350,4,1,0,2,15.375,50.0416984558105,17.4585247039795,178,3399,3577
351,4,1,1,2,10.5916528701782,56.0832977294922,16.2921886444092,275,2464,2739
352,4,1,1,1,9.771653175354,58.625,11.3751935958862,220,2211,2431
353,4,1,0,1,11.3433465957642,63.75,11.5840320587158,260,3143,3403
354,4,1,0,2,15.8191528320312,59.5417022705078,4.12524366378784,216,3534,3750
355,1,1,0,2,17.561653137207,85.8332977294922,14.8337993621826,107,2553,2660
356,1,1,0,2,17.356653213501,75.75,3.16742491722107,227,2841,3068
357,1,1,0,1,15.3066530227661,68.625,18.3744831085205,163,2046,2209
358,1,1,1,1,12.4025001525879,54.25,12.7503681182861,155,856,1011
359,1,1,1,1,11.2661027908325,68.1304016113281,10.3910970687866,303,451,754
360,1,0,1,1,13.1912984848022,50.6956977844238,16.0441551208496,430,887,1317
361,1,1,0,2,13.3249998092651,76.25,12.6261491775513,103,1059,1162
362,1,1,0,1,12.2643299102783,50.391300201416,19.6953868865967,255,2047,2302
363,1,1,0,1,10.1816530227661,57.4167022705078,8.00060367584229,254,2169,2423
364,1,1,0,1,12.7783470153809,63.6667022705078,9.00057888031006,491,2508,2999
365,1,1,1,1,16.8099994659424,61.5832977294922,14.7503185272217,665,1820,2485
366,1,1,1,1,15.1700000762939,69.25,12.8751888275146,686,1608,2294
367,1,0,1,1,11.1947631835938,38.1303977966309,22.0875549316406,244,1707,1951
368,1,1,0,1,6.15000009536743,44.125,24.4999580383301,89,2147,2236
369,1,1,0,2,4.40750026702881,41.4583015441895,12.3748998641968,95,2273,2368
370,1,1,0,1,10.8991527557373,52.4166984558105,8.70912933349609,140,3132,3272
371,1,1,0,1,13.7008476257324,54.2083015441895,11.2498359680176,307,3791,4098
372,1,1,1,1,16.126651763916,53.1666984558105,11.7087860107422,1070,3451,4521
373,1,1,1,1,13.8375005722046,46.5,12.8333139419556,599,2826,3425
374,1,1,0,2,9.19084739685059,70.1667022705078,6.62629985809326,106,2270,2376
375,1,1,0,1,12.6565361022949,64.6521987915039,12.5659847259521,173,3425,3598
376,1,1,0,2,11.2408466339111,84.75,8.79180717468262,92,2085,2177
377,1,1,0,2,15.6824998855591,80.2917022705078,12.1247892379761,269,3828,4097
378,1,1,0,1,11.2408466339111,50.75,25.3332347869873,174,3040,3214
379,1,1,1,1,7.38000011444092,45.75,12.5412607192993,333,2160,2493
380,1,1,1,1,6.83334684371948,41.9167022705078,16.834285736084,284,2027,2311
381,1,0,1,1,7.78999996185303,52.2499961853027,15.5009860992432,217,2081,2298
382,1,1,0,2,15.2947626113892,71.6086959838867,23.3917102813721,127,2808,2935
383,1,1,0,1,12.436653137207,44.3333015441895,27.8337421417236,109,3267,3376
384,1,1,0,1,7.78999996185303,49.75,14.7505855560303,130,3162,3292
385,1,1,0,2,8.91750049591064,45,13.58424949646,115,3048,3163
386,1,1,1,2,7.10665321350098,83.125,14.9170141220093,67,1234,1301
387,1,1,1,2,6.66249990463257,79.625,13.3757457733154,196,1781,1977
388,1,1,0,2,8.95165348052979,91.125,7.41743564605713,145,2287,2432
389,1,1,0,1,14.0425004959106,83.5832977294922,8.29238891601562,439,3900,4339
390,1,1,0,1,12.0608472824097,64.375,10.7917575836182,467,3803,4270
391,1,1,0,2,14.0083465576172,76.9582977294922,4.91751861572266,244,3831,4075
392,1,1,0,2,17.4250011444092,74.125,22.9586906433105,269,3187,3456
393,1,1,1,1,12.9491529464722,54.3332977294922,14.1255435943604,775,3248,4023
394,1,1,1,1,11.5824995040894,31.125,16.0833511352539,558,2685,3243
395,1,1,0,1,11.0358476638794,40.0833015441895,14.4580640792847,126,3498,3624
396,1,1,0,1,15.9899997711182,41.6667022705078,17.5417404174805,324,4185,4509
397,1,1,0,1,19.2358474731445,50.7916984558105,12.6674890518188,304,4275,4579
398,1,1,0,2,16.3658466339111,67.2917022705078,12.5415287017822,190,3571,3761
399,1,1,0,1,12.8466529846191,52.6666984558105,11.9592323303223,310,3841,4151
400,1,1,1,2,10.8308477401733,77.9582977294922,8.16703224182129,384,2448,2832
401,1,1,1,2,10.8991527557373,68.7917022705078,11.7917327880859,318,2629,2947
402,1,1,0,1,11.586968421936,62.2174034118652,10.3045997619629,206,3578,3784
403,1,1,0,1,14.5208473205566,49.625,9.87439250946045,199,4176,4375
404,1,1,0,2,10.5233469009399,72.2917022705078,8.95930671691895,109,2693,2802
405,1,1,0,1,10.8649997711182,56.2083015441895,13.0004796981812,163,3667,3830
406,1,1,0,2,11.5141534805298,54.0000038146973,7.8342432975769,227,3604,3831
407,1,1,1,3,9.19084739685059,73.125,19.416332244873,192,1977,2169
408,1,1,1,1,5.22749996185303,46.4583015441895,27.4172039031982,73,1456,1529
409,1,1,0,1,9.12249946594238,41.125,11.2079610824585,94,3328,3422
410,1,1,0,2,13.0858469009399,50.8750038146973,9.45899295806885,135,3787,3922
411,1,1,0,1,14.2816534042358,53.125,12.167200088501,141,4028,4169
412,1,1,0,2,12.9833469390869,75.2917022705078,6.12547492980957,74,2931,3005
413,1,1,0,1,14.0766534805298,63.4582977294922,13.7916822433472,349,3805,4154
414,1,1,1,1,14.2133464813232,53.4582977294922,12.7922430038452,1435,2883,4318
415,1,1,1,2,11.4800004959106,51.5833015441895,16.9585037231445,618,2071,2689
416,1,0,1,1,11.4800004959106,50.7825965881348,15.3485612869263,502,2627,3129
417,1,1,0,1,11.8008661270142,59.4348030090332,13.7830390930176,163,3614,3777
418,1,1,0,1,16.2291526794434,56.7916984558105,15.7095565795898,394,4379,4773
419,1,1,0,1,18.6208477020264,55.4583015441895,12.7911710739136,516,4546,5062
420,1,1,0,2,16.7075004577637,73.75,15.9169883728027,246,3241,3487
421,1,1,1,1,11.9241523742676,39.5832977294922,28.2500152587891,317,2415,2732
422,1,1,1,1,11.4458465576172,41,13.7503433227539,515,2874,3389
423,1,1,0,1,15.0333471298218,49.0833015441895,17.9582099914551,253,4069,4322
424,1,1,0,1,14.7258472442627,39.5832977294922,12.9589385986328,229,4134,4363
425,1,1,0,2,14.1182689666748,80.4783020019531,12.0008382797241,65,1769,1834
426,1,1,0,1,19.919153213501,61.5417022705078,15.2081289291382,325,4665,4990
427,1,1,0,2,14.4866523742676,65.7082977294922,9.70856857299805,246,2948,3194
428,1,1,1,2,16.9808464050293,62.1249961853027,10.792293548584,956,3110,4066
429,1,1,1,1,13.3591527938843,40.3333015441895,22.4162578582764,710,2713,3423
430,1,1,0,1,9.97665309906006,50.6250038146973,15.3334856033325,203,3130,3333
431,1,1,0,1,10.5916528701782,45.6667022705078,13.4586248397827,221,3735,3956
432,1,1,0,1,16.5708465576172,51.3333015441895,23.1671924591064,432,4484,4916
433,1,1,0,1,21.627498626709,56.75,29.5847225189209,486,4896,5382
434,1,1,0,2,16.8441524505615,40.7083015441895,27.7915992736816,447,4122,4569
435,1,1,1,1,11.7874994277954,35.0416984558105,15.1252498626709,968,3150,4118
436,1,1,1,1,14.8312997817993,47.6956977844238,14.9133291244507,1658,3253,4911
437,1,1,0,1,19.1333465576172,48.9167022705078,13.9167709350586,838,4460,5298
438,1,1,0,1,23.1649990081787,61.75,15.8756494522095,762,5085,5847
439,1,1,0,1,23.4724998474121,50.7083015441895,7.70915412902832,997,5315,6312
440,1,1,0,1,22.8575000762939,57.9582977294922,10.042160987854,1005,5187,6192
441,1,1,0,2,17.8691539764404,84.2082977294922,7.58386373519897,548,3830,4378
442,1,1,1,2,21.080846786499,75.5833053588867,7.41716766357422,3155,4681,7836
443,1,1,1,2,19.3724994659424,81,8.50116062164307,2207,3685,5892
444,1,1,0,1,22.3450012207031,72.875,10.8752384185791,982,5171,6153
445,1,1,0,1,22.9941520690918,80.7917022705078,8.12515735626221,1051,5042,6093
446,2,1,0,2,21.7983474731445,82.125,6.00040626525879,1122,5108,6230
447,2,1,0,1,22.7208461761475,83.125,7.87665414810181,1334,5537,6871
448,2,1,0,2,24.6683464050293,69.4167022705078,7.79209995269775,2469,5893,8362
449,2,1,1,2,20.6024990081787,88.5417022705078,12.9164609909058,1033,2339,3372
450,2,1,1,2,17.9375,88.0833053588867,14.7919244766235,1532,3464,4996
451,2,1,0,1,18.2791538238525,47.7916984558105,25.9170074462891,795,4763,5558
452,2,1,0,1,13.2566528320312,29,12.5418634414673,531,4571,5102
453,2,1,0,1,19.8508472442627,48.125,19.5419578552246,674,5024,5698
454,2,1,0,1,20.2608470916748,43.9166984558105,21.4165496826172,834,5299,6133
455,2,1,0,2,15.1700000762939,58.0833015441895,9.25048923492432,796,4663,5459
456,2,1,1,2,17.39084815979,73.8332977294922,16.7913379669189,2301,3934,6235
457,2,1,1,2,17.4591522216797,67.625,11.5418891906738,2347,3694,6041
458,2,1,0,1,17.7904319763184,50.4347991943359,20.9133129119873,1208,4728,5936
459,2,1,0,1,19.1333465576172,39.6667022705078,6.70891094207764,1348,5424,6772
460,2,1,0,1,22.2083473205566,46.9583015441895,12.1253252029419,1058,5378,6436
461,2,1,0,1,17.8350009918213,37.4166984558105,14.7084436416626,1192,5265,6457
462,2,1,0,1,16.5366535186768,37.7083015441895,20.1259956359863,1807,4653,6460
463,2,1,1,1,17.9375,25.4166984558105,18.4163570404053,3252,3605,6857
464,2,1,1,1,20.5,27.5833015441895,15.5839319229126,2230,2939,5169
465,2,1,0,1,20.0558471679688,31.75,23.9991321563721,905,4680,5585
466,2,1,0,1,18.313346862793,43.5,16.7081241607666,819,5099,5918
467,2,1,0,1,14.2965354919434,46.9565010070801,19.7833576202393,482,4380,4862
468,2,1,0,1,16.2975006103516,46.625,19.4587421417236,663,4746,5409
469,2,1,0,1,18.1424999237061,40.8333015441895,10.4165563583374,1252,5146,6398
470,2,1,1,1,20.2950000762939,50.2916984558105,12.7914390563965,2795,4665,7460
471,2,1,1,1,24.8733463287354,50.7916984558105,15.0836429595947,2846,4286,7132
472,2,0,1,1,27.2308464050293,56.1667022705078,19.0835418701172,1198,5172,6370
473,2,1,0,1,24.9416522979736,39.0417022705078,18.3331432342529,989,5702,6691
474,2,1,0,2,18.9966526031494,56.9167022705078,11.2501049041748,347,4020,4367
475,2,1,0,1,20.4316539764404,61.25,4.41725635528564,846,5719,6565
476,2,1,0,1,21.5933475494385,69.4582977294922,10.0413570404053,1340,5950,7290
477,2,1,1,1,23.3699989318848,68.2917022705078,19.0003299713135,2541,4083,6624
478,2,1,1,3,16.2633476257324,83.5416946411133,23.0845813751221,120,907,1027
479,2,1,0,2,13.188346862793,76.6667022705078,20.3342323303223,195,3019,3214
480,2,1,0,1,16.9466533660889,45.4167022705078,16.7086620330811,518,5115,5633
481,2,1,0,1,19.5433464050293,42.7917022705078,7.95906400680542,655,5541,6196
482,2,1,0,2,20.4316539764404,75.6667022705078,11.8338747024536,475,4551,5026
483,2,1,0,1,18.7574996948242,40.0833015441895,23.291410446167,1014,5219,6233
484,2,1,1,2,15.4433469772339,48.9582977294922,8.70832538604736,1120,3100,4220
485,2,1,1,1,18.7916526794434,58.7082977294922,7.83283615112305,2229,4075,6304
486,2,1,0,2,19.0308475494385,57,11.4997453689575,665,4907,5572
487,2,1,0,2,25.1466522216797,65.9582977294922,10.4584321975708,653,5087,5740
488,2,1,0,1,23.1308479309082,79.7083053588867,9.24988651275635,667,5502,6169
489,2,1,0,2,22.9600009918213,76.8333053588867,8.95763206481934,764,5657,6421
490,2,1,0,1,25.7274990081787,73.5417022705078,10.9168462753296,1069,5227,6296
491,2,1,1,2,25.4883480072021,75.6667022705078,10.2504634857178,2496,4387,6883
492,2,1,1,2,23.0625,74,10.0418930053711,2135,4224,6359
493,2,1,0,2,22.0375003814697,66.4167022705078,15.4583072662354,1008,5265,6273
494,2,1,0,2,23.8483467102051,68.5832977294922,19.8339424133301,738,4990,5728
495,2,1,0,2,23.5749988555908,74.4166946411133,14.4996032714844,620,4097,4717
496,2,1,0,1,20.7391548156738,55.2083015441895,21.0422210693359,1026,5546,6572
497,2,1,0,1,21.8666534423828,36.0417022705078,15.8747787475586,1319,5711,7030
498,2,1,1,1,23.1308479309082,48.0417022705078,8.24991130828857,2622,4807,7429
499,2,1,1,1,25.1125011444092,57.625,15.082839012146,2172,3946,6118
500,2,1,0,2,23.5066547393799,78.9583053588867,14.2503643035889,342,2501,2843
501,2,1,0,2,25.0783462524414,79.4583053588867,9.87526416778564,625,4490,5115
502,2,1,0,1,26.1033477783203,69.7917022705078,8.20830345153809,991,6433,7424
503,2,1,0,1,24.3266525268555,52,15.3748254776001,1242,6142,7384
504,2,1,0,1,23.1308479309082,52.3333015441895,9.16673851013184,1521,6118,7639
505,2,1,1,1,24.6000003814697,45.625,5.62632513046265,3410,4884,8294
506,2,1,1,1,25.4541530609131,53.0417022705078,17.0425891876221,2704,4425,7129
507,2,1,0,2,24.5316524505615,81.125,15.6246681213379,630,3729,4359
508,2,1,0,2,25.2150001525879,76.5833053588867,7.91718864440918,819,5254,6073
509,2,1,0,2,25.4883480072021,77.4582977294922,6.83399963378906,766,4494,5260
510,2,1,0,1,26.8549995422363,71.6667022705078,11.5840320587158,1059,5711,6770
511,2,1,0,1,27.8800010681152,74.7082977294922,9.41685009002686,1417,5317,6734
512,2,1,1,1,28.3924999237061,73.25,13.3324642181396,2855,3681,6536
513,2,1,1,1,28.2899990081787,69.7082977294922,14.4164562225342,3283,3308,6591
514,2,0,1,1,29.2124996185303,67.625,13.1669073104858,2557,3486,6043
515,2,1,0,1,29.622501373291,68.4582977294922,19.7917995452881,880,4863,5743
516,2,1,0,2,26.9233474731445,67,9.00004386901855,745,6110,6855
517,2,1,0,1,27.8800010681152,49.2916984558105,13.0836935043335,1100,6238,7338
518,2,1,0,2,26.8208465576172,75.5417022705078,15.9167213439941,533,3594,4127
519,2,1,1,1,23.9166526794434,54.9166984558105,12.4996538162231,2795,5325,8120
520,2,1,1,1,24.7025012969971,49.3333015441895,12.3338289260864,2494,5147,7641
521,2,1,0,1,24.497501373291,48.7082977294922,19.083812713623,1071,5927,6998
522,2,1,0,2,22.1741523742676,61.3332977294922,14.041524887085,968,6033,7001
523,2,1,0,1,22.7208461761475,61.125,5.16737508773804,1027,6028,7055
524,2,1,0,1,24.7025012969971,56.7083015441895,10.5424499511719,1038,6456,7494
525,2,1,0,1,26.6158466339111,46.7916984558105,11.7506608963013,1488,6248,7736
526,2,1,1,1,29.1441535949707,43.7083015441895,9.66722965240479,2708,4790,7498
527,2,1,1,1,29.7933464050293,53.8333015441895,8.95930671691895,2224,4374,6598
528,2,1,0,2,29.5541534423828,58.7916984558105,13.9167709350586,1017,5647,6664
529,2,1,0,2,26.7866535186768,83.3332977294922,14.3745813369751,477,4495,4972
530,2,1,0,1,26.8891525268555,58.2082977294922,22.9996929168701,1173,6248,7421
531,2,1,0,1,26.5816535949707,56.9583015441895,17.0001125335693,1180,6183,7363
532,2,1,0,1,26.205846786499,58.9582977294922,11.8333387374878,1563,6102,7665
533,2,1,1,1,25.8983478546143,50.4167022705078,11.1666889190674,2963,4739,7702
534,2,1,1,1,24.2924995422363,59.875,9.70856857299805,2634,4344,6978
535,2,1,0,2,23.3016548156738,77.7917022705078,11.7079820632935,653,4446,5099
536,2,1,0,1,28.2216510772705,69,9.91713905334473,968,5857,6825
537,2,1,0,1,32.0825004577637,59.2082977294922,7.625403881073,872,5339,6211
538,3,1,0,1,33.0391540527344,56.7916984558105,7.9587287902832,778,5127,5905
539,3,1,0,1,31.877498626709,57.375,12.2504138946533,964,4859,5823
540,3,1,1,1,29.9983463287354,53.4582977294922,12.0413064956665,2657,4801,7458
541,3,1,1,1,30.4766521453857,47.9167022705078,9.7501745223999,2551,4340,6891
542,3,1,0,1,29.3491535186768,50.4167022705078,20.1256618499756,1139,5640,6779
543,3,1,0,1,25.8641548156738,37.3333015441895,23.2920150756836,1077,6365,7442
544,3,1,0,1,28.5974998474121,36,18.2089252471924,1077,6258,7335
545,3,1,0,1,30.7158489227295,42.25,11.5005502700806,921,5958,6879
546,3,1,0,1,34.2008476257324,48.875,11.0829391479492,829,4634,5463
547,3,1,1,1,31.3649997711182,60.125,10.7917575836182,1455,4232,5687
548,3,1,1,1,33.4491500854492,51.875,11.2914428710938,1421,4110,5531
549,3,1,0,1,32.0483474731445,44.7082977294922,13.0828895568848,904,5323,6227
550,3,1,0,1,32.0141525268555,49.2083015441895,8.45787906646729,1052,5608,6660
551,3,0,1,1,32.3558464050293,53.875,9.04164981842041,2562,4841,7403
552,3,1,0,1,33.9274978637695,45.7917022705078,12.999942779541,1405,4836,6241
553,3,1,0,1,33.9616546630859,45.0832977294922,9.79151439666748,1366,4841,6207
554,3,1,1,1,35.3283462524414,49.2083015441895,10.9581174850464,1448,3392,4840
555,3,1,1,1,33.7224998474121,57.375,8.41714286804199,1203,3469,4672
556,3,1,0,2,29.1441535949707,68.3332977294922,12.1253252029419,998,5571,6569
557,3,1,0,2,29.5541534423828,66.75,10.1663789749146,954,5336,6290
558,3,1,0,1,29.3833465576172,63.3333015441895,10.1661109924316,975,6289,7264
559,3,1,0,1,29.3491535186768,52.9582977294922,9.83392524719238,1032,6414,7446
560,3,1,0,2,29.9983463287354,48.5832977294922,5.41694974899292,1511,5988,7499
561,3,1,1,2,28.8366546630859,69.9167022705078,9.62649250030518,2355,4614,6969
562,3,1,1,1,30.5791530609131,71.7917022705078,11.1666889190674,1920,4111,6031
563,3,1,0,1,31.2966537475586,64.5,11.0005292892456,1088,5742,6830
564,3,1,0,1,33.5516548156738,50.5833015441895,7.66674280166626,921,5865,6786
565,3,1,0,1,32.5266532897949,57.7082977294922,9.20861339569092,799,4914,5713
566,3,1,0,1,31.5699996948242,60.0417022705078,11.0837430953979,888,5703,6591
567,3,1,0,2,27.2991523742676,84.4167022705078,14.0007886886597,747,5123,5870
568,3,1,1,3,24.4291534423828,86.5417022705078,14.2911005020142,1264,3195,4459
569,3,1,1,2,27.3675003051758,76.25,6.29269361495972,2544,4866,7410
570,3,1,0,1,30.4083461761475,69.4167022705078,9.29176139831543,1135,5831,6966
571,3,1,0,1,30.7841510772705,65.5,14.1674184799194,1140,6452,7592
572,3,1,0,1,29.6908473968506,45,11.041600227356,1383,6790,8173
573,3,1,0,1,31.8433475494385,59.6666984558105,19.0824699401855,1036,5825,6861
574,3,1,0,1,32.0483474731445,59.4582977294922,10.2504634857178,1259,5645,6904
575,3,1,1,1,30.9891548156738,61.3332977294922,10.5424499511719,2234,4451,6685
576,3,1,1,1,29.5883464813232,62.3749961853027,11.4165315628052,2153,4444,6597
577,3,1,0,1,29.9641532897949,66.875,10.2923383712769,1040,6065,7105
578,3,1,0,1,29.2466526031494,70.4167022705078,11.083475112915,968,6248,7216
579,3,1,0,1,29.4174995422363,67.75,9.45899295806885,1074,6506,7580
580,3,1,0,1,30.8524990081787,65.9582977294922,8.66671752929688,983,6278,7261
581,3,1,0,2,31.3991546630859,64.25,14.4580640792847,1328,5847,7175
582,3,1,1,1,32.5266532897949,61.3332977294922,17.2496852874756,2345,4479,6824
583,3,1,1,1,31.5358467102051,65.25,19.4582080841064,1707,3757,5464
584,3,1,0,2,30.8524990081787,65.4167022705078,8.66671752929688,1233,5780,7013
585,3,1,0,2,30.169153213501,70.375,7.83283615112305,1278,5995,7273
586,3,1,0,2,30.75,67.2917022705078,7.41689968109131,1263,6271,7534
587,3,1,0,1,30.9891548156738,62.0416984558105,10.4587001800537,1196,6090,7286
588,3,1,0,2,29.3491535186768,71.5832977294922,16.0004711151123,1065,4721,5786
589,3,1,1,2,28.3924999237061,73.2917022705078,13.8340930938721,2247,4052,6299
590,3,1,1,1,28.7341537475586,53.0417022705078,8.20830345153809,2182,4362,6544
591,3,1,0,1,29.5541534423828,54.5417022705078,9.12620449066162,1207,5676,6883
592,3,1,0,1,29.7933464050293,68.6667022705078,11.3335857391357,1128,5656,6784
593,3,1,0,1,28.9733467102051,61.9583015441895,11.3746566772461,1198,6149,7347
594,3,1,0,1,29.4858474731445,51.9167022705078,9.50033187866211,1338,6267,7605
595,3,1,0,1,29.6566524505615,57.0833015441895,15.5007181167603,1483,5665,7148
596,3,1,1,1,27.811653137207,60.3332977294922,11.917088508606,2827,5038,7865
597,3,1,1,2,26.0691547393799,71.1667022705078,5.79215002059937,1208,3341,4549
598,3,1,0,2,26.0691547393799,73.4166946411133,8.70859336853027,1026,5504,6530
599,3,1,0,1,26.6158466339111,67.375,4.87564325332642,1081,5925,7006
600,3,1,0,1,27.3675003051758,67.7082977294922,4.70898103713989,1094,6281,7375
601,3,1,0,1,28.5291538238525,63.5833015441895,5.66791868209839,1363,6402,7765
602,3,1,0,2,28.8024997711182,61.5,4.83376836776733,1325,6257,7582
603,3,1,1,2,27.1283473968506,71.2916946411133,16.3753356933594,1829,4224,6053
604,3,1,1,2,26.7866535186768,84.5832977294922,15.3334856033325,1483,3772,5255
605,3,1,0,1,28.8366546630859,73.0417022705078,8.6251106262207,989,5928,6917
606,3,1,0,1,29.8616523742676,62,12.7919750213623,935,6105,7040
607,3,1,0,1,28.0850009918213,55.2083015441895,7.54165410995483,1177,6520,7697
608,3,1,0,1,28.9733467102051,59.0417022705078,5.16681861877441,1172,6541,7713
609,3,1,0,1,31.330846786499,58.7499961853027,11.2917108535767,1433,5917,7350
610,3,1,1,2,30.8866519927979,63.8333015441895,7.58352899551392,2352,3788,6140
611,3,1,1,2,28.563346862793,81.5,4.29274368286133,2613,3197,5810
612,3,0,1,1,29.0074996948242,79.0832977294922,10.1251077651978,1965,4069,6034
613,3,1,0,1,29.7591533660889,75.5,15.8335075378418,867,5997,6864
614,3,1,0,1,30.2033462524414,74.125,12.5831365585327,832,6280,7112
615,3,1,0,2,28.563346862793,81.0417022705078,9.54220771789551,611,5592,6203
616,3,1,0,1,28.8366546630859,73.625,11.5002822875977,1045,6459,7504
617,3,1,1,2,27.0258464813232,79.9166946411133,18.8339672088623,1557,4419,5976
618,3,1,1,1,25.0100002288818,54.75,15.0412321090698,2570,5657,8227
619,3,1,0,1,23.9166526794434,50.3750038146973,17.3337707519531,1118,6407,7525
620,3,1,0,1,23.6774997711182,52,6.16763162612915,1070,6697,7767
621,3,1,0,1,24.5658473968506,57.7082977294922,8.8336820602417,1050,6820,7870
622,3,1,0,1,25.1125011444092,63.7082977294922,5.54229354858398,1054,6750,7804
623,3,1,0,1,25.9666538238525,67.25,6.95882129669189,1379,6630,8009
624,3,1,1,1,24.9416522979736,50.1667022705078,16.5839061737061,3160,5554,8714
625,3,1,1,1,23.7799987792969,57,6.04228115081787,2166,5167,7333
626,3,1,0,2,23.8141536712646,73.4583053588867,10.1667137145996,1022,5847,6869
627,3,1,0,2,25.5566520690918,87.25,23.9583301544189,371,3702,4073
628,3,1,0,1,22.6525001525879,53.6666984558105,14.4167251586914,788,6803,7591
629,3,1,0,1,22.4133453369141,61.8332977294922,7.91718864440918,939,6781,7720
630,3,1,0,1,24.5658473968506,66.875,10.3333425521851,1250,6917,8167
631,3,1,1,1,26.6499996185303,64.6667022705078,19.0000591278076,2512,5883,8395
632,4,1,1,1,21.6958465576172,46.7083015441895,14.9582862854004,2454,5453,7907
633,4,1,0,1,21.080846786499,49.2916984558105,9.5410680770874,1001,6435,7436
634,4,1,0,1,22.5500011444092,57,15.8335075378418,845,6693,7538
635,4,1,0,1,26.0349998474121,63.0833015441895,16.3747997283936,787,6946,7733
636,4,1,0,2,26.6499996185303,69.0832977294922,9.00091361999512,751,6642,7393
637,4,1,0,2,25.3858451843262,69,10.9999923706055,1045,6370,7415
638,4,1,1,1,22.2425003051758,54.2917022705078,15.2494678497314,2589,5966,8555
639,4,1,1,1,21.5933475494385,58.3333015441895,9.04218578338623,2015,4874,6889
640,4,1,0,2,21.3541526794434,64.9167022705078,6.08388137817383,763,6015,6778
641,4,1,0,3,24.2241535186768,87.1667022705078,6.99982500076294,315,4324,4639
642,4,1,0,2,26.9575004577637,79.375,4.45856857299805,728,6844,7572
643,4,1,0,2,26.9575004577637,72.2917022705078,7.87558174133301,891,6437,7328
644,4,1,0,1,25.2150001525879,62.75,7.12544965744019,1516,6640,8156
645,4,1,1,1,22.7208461761475,66.4167022705078,17.9576759338379,3031,4934,7965
646,4,1,1,2,17.0491523742676,70.8332977294922,9.45785331726074,781,2729,3510
647,4,0,1,2,15.7166528701782,70.9582977294922,12.7084932327271,874,4604,5478
648,4,1,0,2,18.313346862793,76.1667022705078,12.7501001358032,601,5791,6392
649,4,1,0,1,21.080846786499,63.0833015441895,12.5840072631836,780,6911,7691
650,4,1,0,1,17.8350009918213,46.3333015441895,12.1669321060181,834,6736,7570
651,4,1,0,1,17.9375,53.9166984558105,15.751163482666,1060,6222,7282
652,4,1,1,1,16.126651763916,49.4583015441895,9.79151439666748,2252,4857,7109
653,4,1,1,1,21.3883476257324,64.0416946411133,18.6670036315918,2080,4559,6639
654,4,1,0,2,23.0283489227295,70.75,19.8344783782959,760,5115,5875
655,4,1,0,1,19.2016525268555,55.8332977294922,12.2088069915771,922,6612,7534
656,4,1,0,1,18.689151763916,69.2917022705078,6.79185676574707,979,6482,7461
657,4,1,0,2,21.4224987030029,72.8332977294922,15.8747787475586,1008,6501,7509
658,4,1,0,2,23.0966510772705,81.5,9.04191875457764,753,4671,5424
659,4,1,1,1,19.8508472442627,57.2916984558105,7.87497901916504,2806,5284,8090
660,4,1,1,1,19.0308475494385,51,11.125617980957,2132,4692,6824
661,4,1,0,1,19.9875011444092,56.8333015441895,5.45938110351562,830,6228,7058
662,4,1,0,1,22.3108463287354,64.1667022705078,6.3345685005188,841,6625,7466
663,4,1,0,1,24.0874996185303,63.625,4.87620639801025,795,6898,7693
664,4,1,0,2,22.5500011444092,80.0417022705078,8.33312511444092,875,6484,7359
665,4,1,0,2,22.3791522979736,80.7082977294922,8.87528896331787,1182,6262,7444
666,4,1,1,2,21.7299995422363,72,15.7913637161255,2643,5209,7852
667,4,1,1,2,19.5774993896484,69.4582977294922,26.6665344238281,998,3461,4459
668,4,1,0,3,18.0399990081787,88,23.9994010925293,2,20,22
669,4,1,0,2,13.0454616546631,82.5455017089844,14.2716026306152,87,1009,1096
670,4,1,0,2,14.6574993133545,66.6667022705078,11.1666889190674,419,5147,5566
671,4,1,0,2,14.999153137207,58.1667022705078,10.542181968689,466,5520,5986
672,4,1,0,1,14.5549993515015,52.2082977294922,17.8337249755859,618,5229,5847
673,4,1,1,2,14.0766534805298,49.125,18.1254425048828,1029,4109,5138
674,4,1,1,1,13.3591527938843,53.2917022705078,12.0002355575562,1201,3906,5107
675,4,1,0,1,13.0858469009399,49.4166984558105,15.8337745666504,378,4881,5259
676,4,1,0,1,11.5141534805298,56.7083015441895,11.6253709793091,466,5220,5686
677,4,1,0,2,12.1291522979736,54.75,20.3752365112305,326,4709,5035
678,4,1,0,1,14.4391345977783,33.3478012084961,23.3049449920654,340,4975,5315
679,4,1,0,1,14.8283472061157,54.0832977294922,14.3753862380981,709,5283,5992
680,4,1,1,1,15.9558477401733,64.5416946411133,3.87566876411438,2090,4446,6536
681,4,1,1,1,17.2541522979736,65.9167022705078,8.54249954223633,2290,4562,6852
682,4,0,1,1,19.8850002288818,74.1666946411133,11.625638961792,1097,5172,6269
