neighid,male,dadeduc,momeduc,socialcapital,familywealth,deprive
242,female,no,no,-10.028,-1.3276,1.617
242,female,no,no,-8.0279999,-1.3276,1.617
243,male,no,no,-22.028,-1.3276,.377
243,male,no,no,-8.0279999,-.36000001,.377
245,female,no,no,-9.0279999,-1.3276,.83899999
245,female,no,no,-17.028,-1.3276,.83899999
247,male,no,no,-.028000001,1.5177,1.0190001
247,female,yes,no,15.972,1.1404999,1.0190001
247,female,no,no,-8.0279999,-.5812,1.0190001
248,female,no,no,-3.0280001,-.36000001,.676
248,female,no,no,-.028000001,.26409999,.676
248,female,no,no,-4.0279999,.1582,.676
248,male,no,no,-12.028,-.13249999,.676
248,female,no,no,-2.0280001,.029300001,.676
248,male,no,no,-1.028,-1.3276,.676
249,female,no,no,2.9719999,.73500001,.011
249,female,no,no,6.9720001,.3917,.011
249,female,no,no,-18.028,-1.3276,.011
249,female,yes,yes,2.9719999,.26409999,.011
249,female,no,no,17.972,.1582,.011
249,female,yes,no,6.9720001,.26409999,.011
249,male,no,no,3.9719999,.3917,.011
250,female,yes,yes,-2.0280001,-.36000001,.91799998
251,female,yes,yes,9.9720001,.9127,-.097000003
251,female,no,no,-23.028,-1.3276,-.097000003
251,male,no,no,-11.028,-1.3276,-.097000003
251,male,no,no,-27.028,-1.3276,-.097000003
251,female,yes,no,-2.0280001,.029300001,-.097000003
252,female,no,no,-1.028,-1.3276,-.61699998
252,female,no,no,2.9719999,2.4151001,-.61699998
252,female,no,no,11.972,1.5177,-.61699998
252,male,yes,yes,-11.028,-.36000001,-.61699998
252,female,no,no,5.9720001,.73500001,-.61699998
253,male,no,no,-5.0279999,-.36000001,.46200001
253,male,no,yes,-8.0279999,.26409999,.46200001
253,male,no,no,-27.028,-1.3276,.46200001
256,female,no,no,.972,1.5177,.82999998
256,female,no,no,-8.0279999,-1.3276,.82999998
258,female,no,no,-1.028,.26409999,-1.048
258,female,no,yes,19.972,1.1404999,-1.048
258,male,yes,yes,7.9720001,.73500001,-1.048
258,female,no,yes,13.972,1.5177,-1.048
258,female,no,no,.972,.1582,-1.048
259,female,no,no,20.972,.73500001,-.93199998
259,male,yes,no,-5.0279999,1.1404999,-.93199998
259,female,yes,yes,15.972,.9127,-.93199998
259,female,yes,yes,16.972,2.4151001,-.93199998
259,male,yes,yes,9.9720001,1.1404999,-.93199998
259,female,no,no,-3.0280001,-.5812,-.93199998
259,male,yes,no,14.972,1.1404999,-.93199998
259,male,yes,no,10.972,1.5177,-.93199998
259,female,no,no,12.972,1.5177,-.93199998
260,male,no,no,-4.0279999,-.36000001,-1.03
260,male,yes,yes,17.972,1.1404999,-1.03
260,female,no,no,17.972,1.5177,-1.03
260,female,no,no,16.972,2.4151001,-1.03
260,male,no,no,7.9720001,2.4151001,-1.03
260,male,yes,yes,.972,.9127,-1.03
260,female,no,no,17.972,1.5177,-1.03
261,female,no,yes,3.9719999,1.1404999,-.71600002
261,female,yes,no,8.9720001,2.4151001,-.71600002
261,female,yes,no,7.9720001,2.4151001,-.71600002
261,male,yes,yes,10.972,.56099999,-.71600002
261,male,yes,no,42.972,.9127,-.71600002
261,female,yes,no,7.9720001,.56099999,-.71600002
261,female,no,no,7.9720001,.9127,-.71600002
262,male,no,no,4.9720001,.73500001,-.55900002
262,male,no,no,9.9720001,.029300001,-.55900002
262,female,no,no,8.9720001,-.36000001,-.55900002
262,male,yes,yes,-1.028,-1.3276,-.55900002
262,male,no,no,-.028000001,-.36000001,-.55900002
262,female,yes,no,2.9719999,.029300001,-.55900002
262,male,yes,yes,6.9720001,.73500001,-.55900002
263,male,no,yes,5.9720001,.56099999,-.73500001
263,female,yes,yes,5.9720001,.9127,-.73500001
263,male,no,no,16.972,.73500001,-.73500001
263,male,yes,no,13.972,.26409999,-.73500001
263,male,no,yes,10.972,2.4151001,-.73500001
263,female,no,no,4.9720001,1.1404999,-.73500001
263,female,yes,no,1.972,.26409999,-.73500001
263,female,no,no,-3.0280001,.3917,-.73500001
263,male,no,no,.972,.3917,-.73500001
263,female,no,yes,4.9720001,.3917,-.73500001
263,female,yes,no,5.9720001,1.1404999,-.73500001
263,male,yes,yes,6.9720001,1.5177,-.73500001
263,male,yes,no,16.972,1.5177,-.73500001
263,female,yes,yes,11.972,1.5177,-.73500001
263,male,no,no,-1.028,.1582,-.73500001
263,male,no,no,-7.0279999,-.36000001,-.73500001
264,female,no,yes,12.972,.26409999,-.70599997
264,female,yes,no,-9.0279999,-1.3276,-.70599997
264,male,no,no,4.9720001,1.1404999,-.70599997
264,female,yes,yes,-5.0279999,.56099999,-.70599997
264,female,yes,yes,17.972,1.5177,-.70599997
264,male,yes,no,5.9720001,1.1404999,-.70599997
264,male,yes,yes,-.028000001,.73500001,-.70599997
265,female,yes,yes,12.972,1.5177,-.93099999
265,male,yes,yes,12.972,.73500001,-.93099999
265,female,no,yes,10.972,1.1404999,-.93099999
265,female,yes,yes,9.9720001,.3917,-.93099999
265,female,yes,no,-4.0279999,.26409999,-.93099999
265,female,yes,yes,4.9720001,.9127,-.93099999
265,male,no,yes,-8.0279999,-.36000001,-.93099999
265,male,no,no,-2.0280001,.73500001,-.93099999
266,female,no,no,2.9719999,.73500001,-.84799999
266,female,yes,no,1.972,.73500001,-.84799999
266,male,yes,yes,15.972,1.1404999,-.84799999
266,male,no,no,-1.028,.3917,-.84799999
266,male,no,no,-12.028,-.13249999,-.84799999
266,male,no,no,-2.0280001,.1582,-.84799999
266,male,yes,yes,-11.028,-.5812,-.84799999
267,male,no,no,12.972,.9127,-.68199998
267,female,no,no,3.9719999,.26409999,-.68199998
267,male,no,no,7.9720001,.3917,-.68199998
267,female,no,no,5.9720001,2.4151001,-.68199998
267,female,yes,yes,-.028000001,.9127,-.68199998
267,female,yes,no,25.972,1.5177,-.68199998
288,male,yes,yes,7.9720001,.3917,-.67699999
288,male,no,no,.972,.3917,-.67699999
288,male,yes,yes,4.9720001,.3917,-.67699999
288,female,no,no,28.972,2.4151001,-.67699999
288,male,no,yes,-5.0279999,-.36000001,-.67699999
288,male,no,no,9.9720001,1.1404999,-.67699999
290,female,no,no,1.972,-1.3276,-.43700001
293,male,no,yes,9.9720001,.9127,-.44299999
293,female,no,yes,-8.0279999,.1582,-.44299999
295,female,yes,no,.972,1.1404999,-.77999997
295,female,yes,yes,19.972,1.5177,-.77999997
295,male,yes,no,15.972,1.1404999,-.77999997
295,female,no,yes,29.972,2.4151001,-.77999997
295,female,no,no,35.972,1.1404999,-.77999997
296,female,no,yes,.972,.029300001,-.55000001
296,female,yes,yes,14.972,2.4151001,-.55000001
296,female,no,no,12.972,.1582,-.55000001
297,female,no,no,19.972,2.4151001,-.77899998
297,female,no,no,27.972,2.4151001,-.77899998
297,female,no,no,-.028000001,.029300001,-.77899998
297,female,no,no,3.9719999,-.5812,-.77899998
298,female,yes,yes,26.972,.3917,-.69599998
298,male,yes,no,-3.0280001,-.5812,-.69599998
298,female,yes,no,2.9719999,.3917,-.69599998
298,female,yes,yes,-3.0280001,.56099999,-.69599998
298,male,yes,no,3.9719999,.73500001,-.69599998
298,male,no,no,6.9720001,.1582,-.69599998
298,male,yes,yes,.972,-.36000001,-.69599998
298,female,yes,yes,15.972,2.4151001,-.69599998
298,female,no,no,-.028000001,.9127,-.69599998
299,female,no,yes,-1.028,.73500001,-.78899997
299,female,no,no,11.972,1.1404999,-.78899997
299,male,yes,no,4.9720001,.73500001,-.78899997
299,female,yes,yes,11.972,1.1404999,-.78899997
299,female,no,no,8.9720001,-.36000001,-.78899997
299,male,yes,yes,7.9720001,.56099999,-.78899997
299,male,yes,no,10.972,2.4151001,-.78899997
299,female,no,no,9.9720001,-.36000001,-.78899997
300,male,yes,yes,2.9719999,.3917,-.82499999
300,female,yes,no,9.9720001,.56099999,-.82499999
300,male,yes,yes,2.9719999,1.1404999,-.82499999
301,male,yes,yes,16.972,1.5177,-.96499997
314,female,no,yes,7.9720001,1.5177,-.31
314,male,no,no,-7.0279999,-1.3276,-.31
314,male,no,no,28.972,2.4151001,-.31
314,male,no,no,11.972,.3917,-.31
315,male,no,no,-7.0279999,-.36000001,-.092
315,male,no,no,-9.0279999,-1.3276,-.092
315,male,no,no,20.972,1.5177,-.092
317,female,no,no,2.9719999,-.5812,-.66900003
317,female,yes,yes,7.9720001,.1582,-.66900003
318,male,no,yes,-4.0279999,-1.3276,.352
318,female,no,no,1.972,-.36000001,.352
318,male,no,no,-6.0279999,-.13249999,.352
318,female,no,no,-8.0279999,-1.3276,.352
318,male,no,no,12.972,-.36000001,.352
318,female,no,no,-3.0280001,-.36000001,.352
318,female,no,no,9.9720001,.029300001,.352
318,female,yes,yes,-9.0279999,.029300001,.352
319,female,yes,yes,12.972,1.5177,-.574
344,female,no,no,-2.0280001,.029300001,.257
344,male,no,no,10.972,-.36000001,.257
345,female,no,no,-3.0280001,-.36000001,-.078000002
346,male,no,no,.972,.1582,-.141
346,female,no,no,-7.0279999,.56099999,-.141
347,male,yes,yes,12.972,1.5177,-.259
347,female,no,yes,8.9720001,.9127,-.259
347,female,no,no,-8.0279999,-1.3276,-.259
347,female,no,yes,-3.0280001,-.13249999,-.259
348,male,no,no,-8.0279999,-.5812,.18700001
348,male,yes,yes,40.972,2.4151001,.18700001
348,male,no,no,-17.028,-1.3276,.18700001
348,male,no,no,-.028000001,2.4151001,.18700001
348,female,no,no,-3.0280001,-1.3276,.18700001
348,male,no,no,.972,.029300001,.18700001
348,male,no,no,-17.028,-1.3276,.18700001
348,male,no,no,15.972,.56099999,.18700001
349,male,yes,yes,16.972,.73500001,-.236
349,female,no,no,1.972,.9127,-.236
349,female,no,no,-10.028,-1.3276,-.236
349,female,no,no,-11.028,.3917,-.236
350,female,no,no,-16.028,-1.3276,-.185
350,male,no,no,-4.0279999,.73500001,-.185
351,female,no,no,-1.028,1.1404999,.124
351,female,no,no,6.9720001,.1582,.124
351,female,no,no,-10.028,-.36000001,.124
351,female,yes,yes,-6.0279999,.56099999,.124
351,male,yes,yes,-4.0279999,.029300001,.124
351,male,no,yes,-.028000001,.029300001,.124
351,female,no,yes,21.972,1.5177,.124
351,male,no,no,-10.028,-1.3276,.124
351,male,no,no,-6.0279999,-.36000001,.124
353,male,yes,no,-.028000001,1.1404999,-1.082
382,female,no,yes,4.9720001,2.4151001,-.94400001
382,male,no,no,-6.0279999,-1.3276,-.94400001
382,female,yes,yes,8.9720001,1.5177,-.94400001
382,male,no,yes,.972,.3917,-.94400001
382,male,no,no,-4.0279999,.9127,-.94400001
382,male,no,no,2.9719999,.029300001,-.94400001
382,male,no,no,8.9720001,.26409999,-.94400001
383,female,no,no,8.9720001,-.36000001,.84200001
383,male,no,no,.972,.26409999,.84200001
383,female,no,yes,17.972,1.5177,.84200001
383,male,yes,yes,6.9720001,-.5812,.84200001
384,female,no,no,-2.0280001,-.36000001,-.375
384,male,yes,yes,-11.028,-1.3276,-.375
387,male,no,yes,4.9720001,1.1404999,-.537
388,male,yes,yes,34.972,2.4151001,-.64499998
388,male,no,no,21.972,.1582,-.64499998
388,male,no,yes,-14.028,.56099999,-.64499998
388,female,no,yes,-.028000001,-.5812,-.64499998
389,female,yes,yes,1.972,.9127,-.242
389,female,no,no,10.972,2.4151001,-.242
389,female,yes,no,.972,.9127,-.242
389,female,no,yes,-4.0279999,-.13249999,-.242
389,female,no,no,1.972,-.13249999,-.242
389,male,no,no,-1.028,-1.3276,-.242
389,female,no,no,-7.0279999,.3917,-.242
391,male,yes,no,-13.028,-1.3276,-.139
391,male,yes,yes,21.972,1.5177,-.139
391,female,yes,yes,10.972,2.4151001,-.139
391,male,no,no,-2.0280001,.56099999,-.139
391,male,no,yes,4.9720001,2.4151001,-.139
391,female,no,no,9.9720001,.3917,-.139
391,male,no,no,-.028000001,.56099999,-.139
391,male,no,yes,10.972,1.5177,-.139
392,male,no,no,.972,.26409999,-.198
392,female,no,no,-10.028,.56099999,-.198
392,female,no,no,9.9720001,.56099999,-.198
392,male,no,no,-16.028,-.36000001,-.198
394,male,no,no,2.9719999,-.13249999,-.338
394,female,no,no,4.9720001,.1582,-.338
394,female,no,no,-18.028,-1.3276,-.338
395,male,no,no,-8.0279999,.73500001,-.79900002
396,male,no,no,6.9720001,.56099999,.88099998
396,female,no,yes,8.9720001,.3917,.88099998
397,male,no,no,-12.028,-.36000001,.57300001
398,male,no,no,-.028000001,.73500001,.59500003
398,male,no,no,-3.0280001,.1582,.59500003
398,male,yes,yes,-10.028,-.5812,.59500003
398,male,no,yes,-5.0279999,-.5812,.59500003
399,male,no,no,-3.0280001,.029300001,.40700001
400,female,yes,yes,7.9720001,1.5177,-.138
400,male,no,no,-4.0279999,.26409999,-.138
400,male,no,no,1.972,.26409999,-.138
401,male,no,yes,13.972,.1582,.23800001
401,male,no,no,3.9719999,.9127,.23800001
401,male,no,yes,12.972,.3917,.23800001
402,male,no,no,6.9720001,.3917,-.51700002
402,male,no,yes,13.972,.3917,-.51700002
402,female,no,no,-8.0279999,-.5812,-.51700002
403,female,no,yes,10.972,2.4151001,-.43000001
403,female,no,yes,-.028000001,.1582,-.43000001
403,male,no,no,2.9719999,.73500001,-.43000001
403,female,no,no,-23.028,-1.3276,-.43000001
403,male,no,no,-12.028,-1.3276,-.43000001
403,male,yes,yes,-5.0279999,-.36000001,-.43000001
404,female,yes,no,11.972,2.4151001,-.23
404,female,no,no,-5.0279999,.1582,-.23
405,male,no,no,-2.0280001,-1.3276,.61500001
405,female,no,no,-11.028,.56099999,.61500001
413,female,no,no,-25.028,-1.3276,1.209
413,female,no,yes,11.972,.73500001,1.209
413,female,yes,yes,-5.0279999,-.36000001,1.209
414,male,no,no,-1.028,-.13249999,.31799999
414,male,no,yes,3.9719999,.3917,.31799999
416,male,no,no,-3.0280001,-1.3276,.24600001
417,male,no,no,-1.028,-.13249999,.103
417,female,no,no,-4.0279999,.1582,.103
417,female,no,no,-17.028,-1.3276,.103
418,female,yes,yes,15.972,.9127,1.7589999
418,female,no,no,-.028000001,-.5812,1.7589999
418,male,no,no,-11.028,-1.3276,1.7589999
419,male,no,no,-6.0279999,-1.3276,2.1789999
419,female,no,no,-2.0280001,-.5812,2.1789999
420,female,no,no,-14.028,-.36000001,.107
420,male,no,no,-.028000001,.56099999,.107
420,female,no,no,15.972,.029300001,.107
422,female,yes,yes,16.972,.9127,-.463
424,female,no,no,12.972,.26409999,-.352
424,female,yes,yes,-7.0279999,.1582,-.352
424,male,no,no,6.9720001,.1582,-.352
425,male,no,yes,-25.028,-.36000001,-.45100001
425,male,no,yes,5.9720001,.029300001,-.45100001
426,male,no,no,5.9720001,.9127,-.72500002
426,male,yes,yes,30.972,1.5177,-.72500002
426,female,no,no,1.972,-.36000001,-.72500002
427,male,no,no,15.972,.9127,-.447
427,female,no,no,10.972,.73500001,-.447
427,female,no,no,9.9720001,.1582,-.447
427,female,no,no,6.9720001,.56099999,-.447
427,male,no,no,8.9720001,.3917,-.447
427,male,yes,yes,-12.028,.029300001,-.447
428,female,yes,yes,13.972,1.5177,-.37599999
428,female,yes,yes,18.972,1.5177,-.37599999
428,female,yes,no,13.972,1.5177,-.37599999
428,male,yes,yes,11.972,1.1404999,-.37599999
428,female,yes,yes,18.972,1.1404999,-.37599999
428,female,no,yes,17.972,1.5177,-.37599999
428,female,no,yes,15.972,1.1404999,-.37599999
429,female,no,no,1.972,.029300001,-.255
429,female,no,no,-19.028,-.36000001,-.255
430,female,yes,yes,-6.0279999,1.1404999,-.252
431,female,no,no,2.9719999,-.36000001,-.204
431,female,no,yes,-.028000001,-.5812,-.204
431,male,no,no,18.972,.26409999,-.204
431,male,no,no,-.028000001,.56099999,-.204
432,male,yes,yes,12.972,1.1404999,-.17900001
432,female,no,no,1.972,-.36000001,-.17900001
434,female,no,yes,15.972,1.5177,-.62099999
434,male,no,no,7.9720001,1.5177,-.62099999
435,female,yes,no,.972,.73500001,-.36000001
436,female,no,no,.972,-1.3276,.59299999
436,female,no,yes,-12.028,-.36000001,.59299999
437,male,yes,yes,-25.028,-1.3276,.74400002
437,female,no,no,-16.028,-1.3276,.74400002
437,male,no,no,-9.0279999,.029300001,.74400002
437,male,yes,yes,-5.0279999,-1.3276,.74400002
437,male,no,no,-27.028,-1.3276,.74400002
437,male,no,no,-16.028,-1.3276,.74400002
437,male,yes,yes,-25.028,-1.3276,.74400002
437,female,no,no,-.028000001,-1.3276,.74400002
438,female,no,no,-5.0279999,-.5812,.523
438,male,yes,yes,-7.0279999,-1.3276,.523
438,male,no,no,9.9720001,1.5177,.523
439,female,no,no,-3.0280001,-.13249999,1.104
439,female,no,no,-12.028,-1.3276,1.104
439,female,no,no,-7.0279999,-.36000001,1.104
439,female,no,no,-9.0279999,-1.3276,1.104
439,female,no,no,-24.028,-1.3276,1.104
439,female,no,no,-20.028,-1.3276,1.104
439,male,no,no,-.028000001,.1582,1.104
439,male,no,no,5.9720001,.029300001,1.104
440,male,yes,yes,10.972,.73500001,.18700001
440,female,no,no,-13.028,-1.3276,.18700001
441,female,no,no,-3.0280001,.1582,-.40400001
441,male,no,no,-8.0279999,-1.3276,-.40400001
442,male,yes,no,4.9720001,.9127,.61799997
442,female,no,no,10.972,-.36000001,.61799997
442,female,no,no,-6.0279999,-1.3276,.61799997
444,male,yes,yes,-13.028,-1.3276,.97500002
446,female,no,no,-18.028,-.36000001,-.07
447,male,no,no,-22.028,-1.3276,-.76300001
447,male,no,no,-2.0280001,.56099999,-.76300001
447,male,no,no,-5.0279999,.029300001,-.76300001
447,female,no,no,3.9719999,1.1404999,-.76300001
447,male,no,no,10.972,.029300001,-.76300001
449,female,no,no,-3.0280001,1.5177,-.211
449,female,yes,no,2.9719999,.73500001,-.211
449,male,yes,no,15.972,.9127,-.211
450,female,no,no,3.9719999,-.36000001,-.208
451,male,no,no,-15.028,-1.3276,.49200001
451,male,no,no,-11.028,.029300001,.49200001
451,male,no,yes,-20.028,-1.3276,.49200001
451,female,no,no,-8.0279999,-.36000001,.49200001
451,female,no,no,-1.028,.56099999,.49200001
452,female,no,no,4.9720001,2.4151001,-.028000001
452,female,no,no,-10.028,.73500001,-.028000001
453,male,no,yes,1.972,-1.3276,-.27000001
453,female,yes,yes,-14.028,-1.3276,-.27000001
453,male,no,no,-22.028,-1.3276,-.27000001
454,male,no,no,.972,.3917,1.044
454,female,no,no,5.9720001,.56099999,1.044
454,female,no,no,2.9719999,.9127,1.044
454,female,no,no,-5.0279999,-.5812,1.044
454,male,no,no,-9.0279999,-1.3276,1.044
454,male,no,no,14.972,1.5177,1.044
454,male,no,no,-12.028,-1.3276,1.044
454,male,no,no,-3.0280001,.029300001,1.044
454,male,no,no,-22.028,-1.3276,1.044
456,male,no,no,14.972,.56099999,-.796
456,female,yes,no,1.972,1.5177,-.796
456,female,no,no,17.972,1.5177,-.796
456,male,no,no,-4.0279999,.73500001,-.796
456,male,no,no,-7.0279999,.1582,-.796
456,female,no,no,-7.0279999,.9127,-.796
457,female,no,no,-7.0279999,-.36000001,.071000002
458,female,no,no,-1.028,-1.3276,-.175
458,male,no,no,-15.028,-1.3276,-.175
458,female,no,no,-10.028,-1.3276,-.175
458,female,no,no,-8.0279999,-1.3276,-.175
458,male,yes,yes,-9.0279999,.029300001,-.175
459,male,yes,no,-8.0279999,.1582,-.46599999
459,female,yes,no,-10.028,.56099999,-.46599999
459,female,no,no,-13.028,-.13249999,-.46599999
460,female,no,no,-4.0279999,.029300001,-.20100001
460,female,no,no,.972,.73500001,-.20100001
460,male,no,no,.972,-.36000001,-.20100001
461,male,no,no,-7.0279999,-.5812,.84100002
461,female,no,no,-14.028,-.13249999,.84100002
461,male,no,no,8.9720001,.56099999,.84100002
461,male,no,yes,-7.0279999,-1.3276,.84100002
461,female,no,no,-10.028,-.36000001,.84100002
461,male,no,no,-4.0279999,.1582,.84100002
462,male,no,no,18.972,1.5177,-.39500001
463,male,no,yes,8.9720001,-.5812,-.301
464,female,no,no,1.972,-.5812,-.38600001
464,male,no,no,3.9719999,-.36000001,-.38600001
465,female,no,no,6.9720001,1.1404999,-.44999999
465,female,no,no,-7.0279999,-.36000001,-.44999999
465,male,no,no,10.972,1.1404999,-.44999999
465,male,no,no,13.972,.1582,-.44999999
465,male,no,no,-1.028,.26409999,-.44999999
465,male,no,no,-10.028,-.36000001,-.44999999
465,male,no,no,5.9720001,-1.3276,-.44999999
465,female,no,yes,-20.028,-.36000001,-.44999999
465,male,no,no,-1.028,-.5812,-.44999999
465,male,no,no,-6.0279999,-.5812,-.44999999
465,male,yes,yes,-7.0279999,-.36000001,-.44999999
466,female,no,no,-2.0280001,-.36000001,1.0779999
466,female,yes,no,12.972,1.1404999,1.0779999
466,male,no,yes,-5.0279999,-1.3276,1.0779999
466,male,no,no,-10.028,-1.3276,1.0779999
466,male,no,no,-27.028,-1.3276,1.0779999
466,female,no,no,-1.028,2.4151001,1.0779999
467,male,no,no,-27.028,-1.3276,1.1849999
467,female,no,no,-15.028,-1.3276,1.1849999
467,female,yes,no,-15.028,-.13249999,1.1849999
468,male,no,no,-16.028,-1.3276,1.258
468,male,no,no,-12.028,-1.3276,1.258
468,male,no,no,5.9720001,.3917,1.258
469,female,yes,yes,-.028000001,1.5177,2.007
469,female,no,no,-8.0279999,-1.3276,2.007
469,male,no,no,-7.0279999,-.5812,2.007
470,male,no,no,-9.0279999,-.13249999,-.333
470,female,no,no,-10.028,-.13249999,-.333
471,female,no,no,-3.0280001,-.36000001,-.048
471,male,yes,yes,14.972,.9127,-.048
471,male,no,no,-13.028,-1.3276,-.048
471,male,yes,no,-5.0279999,.26409999,-.048
472,male,no,no,-16.028,-.36000001,-.47999999
472,female,no,no,5.9720001,1.1404999,-.47999999
472,female,no,no,12.972,1.5177,-.47999999
472,female,no,no,5.9720001,.3917,-.47999999
491,female,yes,yes,13.972,1.5177,-.405
491,female,yes,no,7.9720001,1.5177,-.405
491,female,no,no,14.972,1.1404999,-.405
491,male,no,no,7.9720001,1.1404999,-.405
492,female,no,no,1.972,-.36000001,-.71899998
492,female,yes,yes,20.972,2.4151001,-.71899998
492,male,no,no,-2.0280001,.73500001,-.71899998
493,female,yes,yes,11.972,2.4151001,-.62199998
493,female,no,yes,-5.0279999,-.13249999,-.62199998
493,male,yes,yes,21.972,1.5177,-.62199998
493,female,yes,yes,6.9720001,-.13249999,-.62199998
493,male,no,yes,5.9720001,-1.3276,-.62199998
494,male,no,no,17.972,.3917,-.50999999
494,male,no,no,2.9719999,.1582,-.50999999
494,male,no,no,3.9719999,1.1404999,-.50999999
496,male,yes,no,16.972,1.1404999,.99699998
496,female,no,no,11.972,.9127,.99699998
496,male,yes,yes,12.972,1.1404999,.99699998
496,female,no,no,8.9720001,.3917,.99699998
497,female,no,no,-12.028,-1.3276,.91600001
497,female,yes,no,-9.0279999,-1.3276,.91600001
497,male,no,yes,.972,1.1404999,.91600001
497,female,no,no,9.9720001,.56099999,.91600001
497,male,no,no,9.9720001,-.5812,.91600001
497,female,no,no,-11.028,-1.3276,.91600001
498,male,no,yes,-27.028,-1.3276,-.32300001
498,female,yes,yes,28.972,1.5177,-.32300001
498,male,no,no,-3.0280001,.26409999,-.32300001
498,male,no,no,4.9720001,2.4151001,-.32300001
498,male,no,no,7.9720001,-.5812,-.32300001
498,female,yes,yes,13.972,.3917,-.32300001
499,male,no,no,-2.0280001,.56099999,-.38299999
499,female,no,yes,-4.0279999,-.13249999,-.38299999
502,male,no,no,-4.0279999,1.5177,-.52100003
503,male,no,yes,12.972,.9127,-.42199999
503,female,yes,yes,16.972,2.4151001,-.42199999
503,female,no,no,16.972,1.5177,-.42199999
503,female,no,no,-1.028,-1.3276,-.42199999
503,male,no,no,8.9720001,-.36000001,-.42199999
503,female,yes,yes,8.9720001,2.4151001,-.42199999
504,female,no,no,-1.028,-.36000001,-.57300001
506,female,no,no,-27.028,-1.3276,2.4189999
506,male,no,no,9.9720001,.73500001,2.4189999
507,female,yes,yes,-4.0279999,.73500001,2.9590001
507,female,no,yes,-11.028,.029300001,2.9590001
507,male,yes,yes,-5.0279999,1.1404999,2.9590001
507,female,no,no,-15.028,-1.3276,2.9590001
507,female,no,no,-19.028,-1.3276,2.9590001
507,female,no,no,-4.0279999,-.5812,2.9590001
508,male,no,no,-14.028,-1.3276,.833
508,male,no,no,-8.0279999,-1.3276,.833
508,female,no,no,-9.0279999,-.36000001,.833
508,female,no,yes,5.9720001,.73500001,.833
508,male,yes,no,16.972,.3917,.833
509,female,yes,no,10.972,.73500001,.66100001
509,female,no,no,-1.028,-.13249999,.66100001
509,female,no,no,6.9720001,1.5177,.66100001
509,male,no,no,-15.028,-1.3276,.66100001
509,male,no,yes,.972,-.13249999,.66100001
510,male,no,no,-.028000001,-1.3276,.25600001
510,male,no,no,.972,-.36000001,.25600001
510,female,no,no,-4.0279999,.56099999,.25600001
510,female,no,no,-4.0279999,-.36000001,.25600001
511,female,no,no,-3.0280001,-.13249999,.30399999
511,male,no,no,1.972,.73500001,.30399999
511,male,no,no,9.9720001,.73500001,.30399999
511,female,yes,no,-4.0279999,1.1404999,.30399999
511,male,no,no,-8.0279999,-.36000001,.30399999
512,male,no,no,-3.0280001,.26409999,-.155
512,male,no,yes,-8.0279999,.029300001,-.155
513,male,no,no,-27.028,-.36000001,-.493
515,female,no,no,4.9720001,.029300001,-.336
515,male,no,no,-7.0279999,-1.3276,-.336
517,female,no,no,-.028000001,-.36000001,-.185
517,female,no,no,-5.0279999,-.36000001,-.185
517,male,no,no,-1.028,.1582,-.185
517,male,no,no,26.972,1.1404999,-.185
517,male,no,no,3.9719999,-.36000001,-.185
517,male,no,no,-8.0279999,-1.3276,-.185
517,female,no,no,-1.028,-1.3276,-.185
518,female,no,no,-13.028,-1.3276,-.20100001
518,female,yes,yes,6.9720001,.029300001,-.20100001
518,male,yes,yes,11.972,.56099999,-.20100001
519,female,no,yes,13.972,1.1404999,-.82499999
519,female,no,yes,8.9720001,.73500001,-.82499999
519,female,no,no,15.972,1.5177,-.82499999
519,female,yes,yes,4.9720001,.56099999,-.82499999
519,female,no,no,1.972,.029300001,-.82499999
519,male,no,no,16.972,1.5177,-.82499999
519,female,no,yes,1.972,.1582,-.82499999
519,male,yes,yes,1.972,1.5177,-.82499999
520,female,yes,yes,-4.0279999,.9127,-.70099998
520,male,no,no,6.9720001,1.1404999,-.70099998
520,female,yes,no,6.9720001,.9127,-.70099998
520,male,no,no,11.972,2.4151001,-.70099998
520,female,yes,no,.972,1.5177,-.70099998
524,male,no,no,-1.028,-1.3276,-.72600001
525,female,no,no,-9.0279999,-1.3276,-.98299998
525,male,yes,yes,11.972,.3917,-.98299998
526,female,no,no,1.972,.56099999,-.76499999
526,male,yes,yes,3.9719999,.9127,-.76499999
526,female,no,no,19.972,2.4151001,-.76499999
526,male,yes,yes,16.972,2.4151001,-.76499999
526,male,no,yes,-.028000001,1.5177,-.76499999
526,female,no,no,-8.0279999,-1.3276,-.76499999
527,female,no,no,-9.0279999,-1.3276,.026000001
527,male,no,no,-16.028,-1.3276,.026000001
528,female,no,no,-6.0279999,-.13249999,.63999999
528,male,yes,yes,6.9720001,.56099999,.63999999
528,female,no,no,-7.0279999,-1.3276,.63999999
528,female,no,no,-11.028,-.36000001,.63999999
528,female,no,no,.972,-1.3276,.63999999
529,female,no,no,.972,-.36000001,-.003
529,male,no,no,-3.0280001,-.13249999,-.003
529,male,no,no,-2.0280001,-.5812,-.003
529,male,no,no,-.028000001,-.13249999,-.003
529,female,yes,no,-10.028,-1.3276,-.003
529,female,no,no,-18.028,-1.3276,-.003
530,female,no,no,-9.0279999,-1.3276,-.023
530,male,no,no,6.9720001,-.13249999,-.023
530,female,no,no,-17.028,-1.3276,-.023
530,female,no,no,-10.028,-.36000001,-.023
